model_name,candidate,cv_accuracy,cv_balanced_accuracy,cv_f1_macro
extra_trees,et_a,0.9997767857142857,0.9993243243243242,0.999562016587457
extra_trees,et_b,0.9997767857142857,0.9993243243243242,0.999562016587457
extra_trees,et_c,0.9997767857142857,0.9993243243243242,0.999562016587457
logistic_regression,c_0.5,0.9995535714285715,0.9991305258747119,0.9990584251437754
logistic_regression,c_1.0,0.9995535714285715,0.9991305258747119,0.9990584251437754
logistic_regression,c_2.0,0.9993303571428571,0.9983108537435644,0.998548546006697
random_forest,rf_c,1.0,1.0,1.0
random_forest,rf_a,0.9997767857142857,0.9998062015503877,0.9997481138597493
random_forest,rf_b,0.9997767857142857,0.9998062015503877,0.9997481138597493
